Small Unit Installation Postcode,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW
4163,12,41.555,14,46.72,21,85.48,15,57.43,3,17
4164,11,44.7,13,49.73,24,101.915,19,81.43,2,7
4165,41,145.185,50,183.08,52,196.47,35,134.33,9,40.11
4169,2,10,4,18.5,4,21.5,1,3,2,7.08
4170,11,32.91,14,51.02,14,49.16,14,56.046,1,4.5
4171,0,0,6,19.345,7,28.5,4,11.67,1,6.12
4172,3,11.5,1,4.5,4,16,4,11.885,0,0
4173,13,43.245,12,42.27,10,48.58,12,51.655,1,2
4174,4,13,7,28.45,3,8.5,4,19,0,0
4178,25,72.28,40,167.515,42,157.625,44,122.875,4,9.67
4179,21,74.925,23,77.225,16,50.455,7,30.45,6,21.99
4183,2,6.2,2,7.88,1,1.6,2,8.5,0,0
4184,5,14.66,14,43,11,26.31,6,20.025,3,9.645
4205,6,19.255,9,20.92,10,20.76,7,19.98,1,5.5
4207,62,245.37,56,219.725,60,262.28,56,262.615,8,34.16
4208,24,86.03,22,98.42,22,117.16,17,75.275,4,17.8
4209,29,100.16,56,252.52,46,206.72,32,134.245,12,47.02
4210,22,77.81,26,107.66,23,92.32,19,85.985,6,18.95
4211,47,201.27,73,293.185,66,331.86,60,281.351,11,41.73
4212,26,89.51,23,116.02,24,103.04,21,99.49,8,32.3
4213,27,94.96,27,113.78,41,168.205,34,173.36,7,31.87
4214,28,116.14,37,171.04,40,181.5,25,112.295,8,33.945
4215,12,33.285,21,97.645,14,86.255,17,75.2,6,25.12
4216,20,78.685,26,102.91,32,145.251,30,125.62,9,32.8
4217,15,66.23,10,34.95,18,89.65,21,86.19,8,38.16
4218,12,49.765,24,100.7,24,100.86,13,53.21,2,9
4219,0,0,0,0,0,0,0,0,0,0
4220,17,63.405,17,74.08,26,101.99,24,97.03,5,26.8
4221,18,51.65,9,29.555,22,93.07,26,93.497,10,34.13
4223,9,53.01,16,59,20,88.085,12,43.79,6,32.5
4224,3,13.98,2,9,3,11,4,17.59,1,3
4225,1,1.5,0,0,0,0,1,15,1,5
4226,23,93.065,27,128.975,23,129.34,24,108.14,7,28.355
4227,17,66.83,17,66.895,21,81.945,16,67.395,1,6
4228,3,14.81,3,17,13,48.79,9,43.45,0,0
4230,0,0,0,0,0,0,0,0,0,0
4237,0,0,0,0,0,0,0,0,0,0
4270,8,32.2,4,18.04,4,15.82,9,40.85,0,0
4271,1,1.75,3,8.5,1,4.68,1,8.06,0,0
4272,3,14.07,7,29.75,5,16.145,3,16.5,1,3
4275,5,20.25,5,21.74,7,24.8,5,25.61,1,5
4276,0,0,0,0,0,0,0,0,0,0
4280,38,175.235,24,99.06,18,89.24,21,100.5,8,37.25
4285,26,108.705,27,105.325,26,125,23,100.07,3,11.56
4287,1,3,1,3,0,0,1,3,0,0
4300,41,159.595,58,218.605,58,214.355,40,164.87,16,60.24
4301,13,45.495,35,125.675,39,152.6,14,62.82,2,9.2
4303,3,11.07,2,8,3,7.53,1,1.365,3,11.1
4304,12,46.71,25,86.78,18,62.91,12,56.295,3,10.5
4305,59,232.35,69,249.005,59,246.14,50,189.265,13,55.525
4306,70,309.29,61,274.5,65,299.24,55,247.855,17,70.63
4307,1,6,1,3.5,2,18.5,1,4.72,1,6
4309,5,10.92,4,13,1,6,4,17,0,0
4310,2,9,13,49.46,8,39.1,10,45.25,0,0
4311,10,48.75,15,63.02,20,84.085,10,45.12,2,10
4312,3,7.27,6,22.72,7,33.305,5,18,1,3
4313,2,3.75,4,17.1,1,5,5,20,0,0
4340,4,12.445,7,24.47,8,27.89,2,9,0,0
4341,25,93.66,23,95.14,22,93.62,28,119.95,3,12.555
4342,8,20.835,6,28.27,3,11.5,1,2.5,3,15
4343,7,23.688,9,46,11,39.095,9,33.22,2,8
4344,3,12,5,21.52,2,11,4,17.9,1,5.5
4345,0,0,0,0,0,0,0,0,0,0
4346,1,5,2,13,3,13.6,0,0,0,0
4347,2,10.25,1,1,0,0,1,4.5,1,5.04
4350,70,271.66,62,270.615,72,426.555,37,141.315,14,60.31
4352,32,145.39,37,153,43,173.829,23,107.89,10,45.31
4353,0,0,0,0,1,3,0,0,0,0
4354,3,7.68,0,0,4,17.5,7,34.5,1,0.5
4355,1,6,1,3.25,0,0,3,16,0,0
4356,3,11,6,22.84,5,17,2,8,1,51
4357,3,9.25,2,8,7,29,3,7.56,0,0
4358,2,7.2,4,15.18,2,6.5,1,5.1,0,0
4359,1,1.75,2,3.75,3,12.06,0,0,0,0
4360,1,5,0,0,0,0,0,0,0,0
4361,5,18.5,7,32.28,3,51,3,11,1,5.5
4362,11,42.05,2,7.5,2,32.46,2,10,2,5.145
4363,0,0,1,1,0,0,0,0,0,0
4364,0,0,0,0,0,0,1,4.75,0,0
4365,3,14,5,39.86,1,3.5,1,6,0,0
4370,13,50.59,10,32.51,25,106.43,5,16,4,16.75
4371,1,2,0,0,0,0,1,5.46,0,0
4372,0,0,0,0,0,0,1,3.5,0,0
4373,1,1.52,3,11.66,0,0,2,6,1,4
4374,0,0,0,0,0,0,0,0,0,0
4375,1,1.75,0,0,0,0,0,0,0,0
4376,0,0,1,5,0,0,1,4,0,0
4377,1,4.5,0,0,0,0,0,0,1,5
4378,0,0,1,2.35,2,5.195,0,0,0,0
4380,3,9.25,15,58.51,5,24.29,7,29.59,3,15.46
4381,0,0,0,0,0,0,2,11.46,0,0
4382,2,4.16,2,30.8,0,0,1,5,0,0
4383,1,3.055,0,0,0,0,5,14.055,2,5.54
4384,0,0,0,0,0,0,0,0,0,0
4385,0,0,0,0,1,3,3,9.18,0,0
4387,0,0,3,11.292,0,0,0,0,0,0
4388,0,0,0,0,0,0,1,1.645,0,0
4390,2,9,5,18,5,48,8,37.83,0,0
4400,2,2,4,14.25,3,10,0,0,0,0
4401,8,28.34,2,8.25,4,18.78,6,22.59,2,12
4402,0,0,0,0,1,1.5,0,0,0,0
4403,0,0,1,3.5,1,3.5,2,7.75,1,6
4404,0,0,1,6,0,0,0,0,0,0
4405,7,26.75,5,16.45,1,6,4,18,0,0
4406,0,0,2,10.5,0,0,1,5,0,0
4407,0,0,1,3.25,1,1.5,0,0,0,0
4408,0,0,0,0,0,0,0,0,0,0
4410,0,0,5,22.56,0,0,2,7.75,0,0
4411,0,0,1,2.04,1,4,0,0,0,0
4412,0,0,0,0,0,0,0,0,0,0
4413,2,10,5,16.25,7,28.5,3,16.12,0,0
4415,1,5,1,6,5,24.5,1,3.25,0,0
4416,0,0,0,0,0,0,0,0,0,0
4417,0,0,0,0,0,0,0,0,0,0
4418,0,0,0,0,0,0,0,0,0,0
4419,0,0,0,0,0,0,0,0,0,0
4420,0,0,0,0,0,0,0,0,0,0
4421,0,0,0,0,0,0,0,0,0,0
4422,0,0,0,0,1,1.53,0,0,0,0
4423,0,0,0,0,0,0,0,0,0,0
4424,0,0,0,0,0,0,1,2,1,1.5
4425,0,0,0,0,0,0,0,0,0,0
4426,0,0,0,0,0,0,0,0,0,0
4427,0,0,0,0,0,0,0,0,0,0
4428,1,3,0,0,0,0,0,0,0,0
4454,0,0,0,0,0,0,0,0,0,0
4455,2,32,2,11,1,5.1,0,0,1,3
4461,0,0,0,0,0,0,0,0,0,0
4462,0,0,0,0,0,0,0,0,0,0
4465,0,0,0,0,1,1.75,0,0,1,3
4467,0,0,0,0,0,0,0,0,0,0
4468,0,0,1,3,0,0,0,0,0,0
4470,1,1.935,1,3,3,15,4,19,0,0
4472,1,3,1,6,4,15,1,5,3,11.06
4474,0,0,0,0,0,0,0,0,0,0
4477,0,0,0,0,2,10,0,0,0,0
4478,0,0,0,0,2,10.5,1,5,2,7.06
4480,0,0,0,0,1,4,0,0,1,3
4481,0,0,0,0,0,0,0,0,0,0
4482,0,0,0,0,0,0,0,0,0,0
4486,1,1.5,0,0,0,0,0,0,0,0
4487,2,2.5,1,1.25,2,6.25,4,10.6,2,10
4488,1,3,0,0,0,0,2,3.5,0,0
4489,0,0,0,0,0,0,0,0,0,0
4490,2,9,0,0,0,0,2,9,1,5
4491,1,3,0,0,0,0,0,0,0,0
4492,0,0,0,0,0,0,1,5,0,0
4494,0,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,0,0,0,0,0,0
4497,0,0,0,0,0,0,0,0,0,0
4498,0,0,0,0,0,0,0,0,0,0
4500,77,305.325,83,356.81,67,271.57,38,182.065,20,77.54
4501,10,39.345,11,37.17,8,27.725,10,28.08,3,12.5
4502,11,53.26,15,58.38,22,84.74,13,59.86,4,17.34
4503,50,194.39,75,312.28,68,296.1,53,228.535,12,50.97
4504,28,124.73,35,164.745,25,110.305,24,121.226,12,44.54
4505,21,89.46,51,235.185,30,132.51,23,109.59,6,31.66
4506,22,77.836,38,168.56,34,142.455,26,107.91,5,17.395
4507,14,40.18,37,207.445,24,84.585,29,105.305,5,17.06
4508,22,76.56,33,116.505,26,158.225,30,138.45,6,20.62
4509,32,139.46,36,146.965,28,96.245,24,102.235,7,33.5
4510,64,319.88,70,291.745,50,211.815,66,266.545,13,54
4511,15,58.69,18,69.12,14,67.17,12,42.615,8,26.58
4512,5,25.5,7,37.63,3,15.5,6,30.4,2,8.12
4514,9,30.27,24,114.72,11,47.99,11,45.055,2,8
4515,7,19.85,5,23.12,8,35.91,4,14.6,2,5.55
4516,6,19.93,4,22,7,44.745,12,57.32,4,19
4517,0,0,1,4,0,0,0,0,2,11.5
4518,6,23.305,9,39.45,8,35.31,2,5.5,0,0
4519,12,48.24,6,26.485,4,15.96,14,91.75,6,27.81
4520,12,56.06,24,125.05,14,64.813,19,96.305,6,26.675
4521,4,16.12,7,31.66,13,52.7,4,21.62,0,0
4550,4,22.3,5,19.42,7,16.45,5,25.2,3,5.56
4551,45,176.16,60,270.45,48,232.74,59,214.34,22,88.73
4552,8,20.71,10,28.69,6,24.42,14,41.45,3,8.405
4553,11,47.67,2,12.99,9,35.95,9,35.16,2,8.64
4554,4,15.25,2,9.5,1,2,1,4,0,0
4555,6,69.296,7,20.37,3,11.08,4,10.68,0,0
4556,33,148.175,44,159.82,37,131.555,34,141.48,8,31.57
4557,11,40.67,14,49.3,12,54.04,14,51.78,1,1.6
4558,19,30.39,20,84.965,17,69.76,10,50.57,2,11
4559,4,18.14,7,28.26,7,22.62,2,11.25,0,0
4560,31,96.8,40,138.915,37,151.05,21,87.1,1,3
4561,3,11.636,7,24.22,5,25.5,10,43.51,2,10
4562,12,42.27,11,54.23,9,42.685,10,50.41,2,9
4563,5,18.23,11,45.07,9,32.49,6,24.17,3,5.955
4564,13,31.155,10,34.315,9,28.97,3,17.155,3,9.35
4565,9,32.7,12,41.96,12,53.49,10,35.95,5,34.81
4566,2,8.04,7,25.305,9,40.93,10,72.265,0,0
4567,8,39.38,4,9.29,6,22.52,9,36.75,3,8.24
4568,2,11.65,2,4.6,2,8.1,5,23,3,17.5
4569,1,4,0,0,2,3.84,2,8.25,0,0
4570,44,189.605,63,255.12,41,163.305,71,316.055,16,89.05
4571,1,5,2,10,2,8,0,0,1,5
4572,3,4.67,1,3.12,0,0,1,6.24,1,5.2
4573,15,68.28,17,71.775,13,58.69,24,94.1,5,19.7
4574,0,0,1,5.28,0,0,2,25,0,0
4575,21,96.73,24,107.91,17,67.12,20,79.1,8,32.08
4580,9,22.16,9,38.68,11,31.15,6,19.86,4,12.61
4581,1,2.34,6,15.05,2,6.28,2,4.86,0,0
4600,2,6.3,0,0,1,5,2,4.33,0,0
4601,0,0,1,1.75,1,3.12,2,5.585,0,0
4605,0,0,2,10.2,4,18.72,3,8.5,1,5
4606,3,12.5,6,18.65,4,7.68,3,13.5,1,3
4608,0,0,2,5,0,0,1,3,0,0
4610,17,72.78,13,53,7,17.085,14,49,7,23.07
4611,0,0,0,0,1,3,0,0,0,0
4612,1,2,0,0,0,0,0,0,0,0
4613,0,0,1,5.5,0,0,0,0,0,0
4614,0,0,5,17.38,1,3,1,3,2,8.29
4615,7,24.25,9,35.57,5,10.725,12,44.75,3,10.5
4620,0,0,0,0,3,7.335,0,0,0,0
4621,1,2,3,5.25,0,0,3,8.76,0,0
4625,1,3,10,36.5,2,5.75,3,13.07,0,0
4626,2,9,5,18.8,2,2.66,0,0,1,5.5
4627,1,3,0,0,0,0,1,7,0,0
4630,0,0,0,0,0,0,0,0,1,0.8
4650,28,100.26,55,215.735,30,95.34,44,165.289,27,93.845
4655,80,315.8,77,282.37,97,401.99,90,380.625,17,71.93
4659,7,28.5,3,12.575,10,35.405,9,29.38,2,9
4660,7,33.53,8,32,8,31.83,2,10.5,3,7.29
4662,1,3,1,1,0,0,0,0,0,0
4670,96,326.604,84,285.973,114,580.21,109,412.35,21,73.66
4671,5,14.2,4,14.5,4,8.38,5,14.25,3,15.25
4673,0,0,3,6.58,2,10.2,0,0,0,0
4674,1,3,1,3.12,0,0,0,0,0,0
4676,0,0,0,0,0,0,0,0,0,0
4677,2,10,4,14.5,4,16.06,4,20,1,5
4678,2,7.2,0,0,0,0,2,10,0,0
4680,25,83.69,37,141.66,58,258.515,68,314.66,32,160.35
4694,0,0,0,0,0,0,0,0,0,0
4695,1,3.5,2,14,0,0,0,0,0,0
4697,0,0,1,6,0,0,0,0,0,0
4699,1,3.5,0,0,0,0,0,0,1,5
4700,3,6.45,9,29.68,5,21.5,10,54.5,1,5.5
4701,16,58.32,14,40.54,35,135.455,11,41.1,3,11
4702,10,35,19,75.395,20,80.905,15,55,2,6
4703,12,39.66,14,64.95,11,32.49,11,42.29,4,16.43
4704,0,0,0,0,0,0,0,0,0,0
4705,0,0,0,0,0,0,0,0,0,0
4706,0,0,0,0,0,0,0,0,0,0
4707,1,3.5,0,0,0,0,0,0,0,0
4709,0,0,0,0,0,0,0,0,0,0
4710,1,0.5,1,4,0,0,0,0,0,0
4711,0,0,2,6.67,2,9,0,0,0,0
4712,0,0,0,0,1,1.5,0,0,0,0
4713,0,0,0,0,0,0,0,0,0,0
4714,4,14,5,12.56,2,7,1,4.75,1,0.5
4715,2,9,5,11,7,28.5,4,25.2,2,10.51
4716,1,13.2,1,6,0,0,1,5,0,0
4717,4,22.5,0,0,3,17.12,1,0.72,1,5.5
4718,2,11.5,0,0,1,3,1,5,0,0
4719,0,0,1,3,4,9.05,1,5,0,0
4720,4,18,5,28,15,70.93,7,39.38,2,10
4721,4,20.5,1,6,3,14.51,0,0,1,5.5
4722,0,0,1,0.57,2,7.02,0,0,0,0
4723,1,3,0,0,1,3.36,0,0,0,0
4724,0,0,0,0,1,20,0,0,0,0
4725,2,13,2,11,4,18.32,1,3,3,15
4726,1,5,1,5,1,14,0,0,0,0
4727,0,0,0,0,1,5.1,1,5.1,0,0
4728,0,0,0,0,0,0,0,0,0,0
4730,0,0,3,12,2,11.12,3,13.2,1,10
4731,0,0,0,0,1,2.5,0,0,0,0
4732,0,0,0,0,0,0,0,0,0,0
4733,0,0,0,0,0,0,0,0,0,0
4735,0,0,0,0,0,0,0,0,0,0
4736,0,0,0,0,0,0,0,0,0,0
4737,5,26.5,5,13.72,11,41.49,16,76.25,0,0
4738,0,0,1,2,3,13,1,5.1,0,0
4739,0,0,0,0,0,0,1,5.5,0,0
4740,36,153.43,111,488.48,93,401.025,67,301.056,25,115.836
4741,1,5.1,10,40.9,4,18.7,5,19.2,0,0
4742,0,0,0,0,2,3.5,0,0,0,0
4743,0,0,0,0,1,3,0,0,0,0
4744,1,5,3,15.5,3,13,2,10,2,11
4745,0,0,0,0,0,0,0,0,0,0
4746,0,0,0,0,1,5,0,0,0,0
4750,1,4,6,26.75,9,34.5,5,19.5,0,0
4751,3,6.5,9,32.278,18,77,4,20.1,0,0
4753,1,6,5,19.95,6,26.5,4,17.5,1,3
4754,3,8.77,1,5.1,5,20.5,2,9.25,0,0
4756,0,0,0,0,0,0,0,0,2,31
4757,0,0,0,0,0,0,0,0,0,0
4798,0,0,0,0,2,10,0,0,1,31
4799,2,6.5,0,0,1,3.06,2,5,0,0
4800,12,32.44,21,77.165,20,99.1,8,30.08,2,4.17
4802,5,19,5,19,14,45.66,7,27,3,9
4803,0,0,0,0,0,0,0,0,0,0
4804,4,17,4,14.2,4,18.4,1,5,1,3
4805,6,18.25,11,47.95,14,51.5,12,57.345,2,10.5
4806,2,6.5,3,8.65,1,3,3,11.12,1,5.5
4807,8,30.31,9,20.46,14,56.16,6,18.25,0,0
4808,0,0,0,0,1,5.5,3,11.5,0,0
4809,3,13,1,3,0,0,0,0,0,0
4810,10,46.286,10,37.25,7,21.8,3,22,3,134
4811,7,29.5,13,46.32,16,61.545,7,33,2,8.5
4812,7,66.64,11,46.83,19,66.75,8,20.2,4,17
4814,38,168.25,36,124.69,34,190.805,33,125.72,9,40.9
4815,35,98.68,31,136.15,30,100.2,18,81.93,5,19.5
4816,6,27.7,3,15,8,32.305,14,116.49,1,5.5
4817,23,88.675,32,133.43,37,166.75,27,110.535,5,26.62
4818,25,86.5,33,135.559,30,114.14,23,97.175,2,4
4819,0,0,0,0,1,1.92,1,3,1,2
4820,9,35.38,5,20.75,10,44.815,2,7,5,16.5
4821,1,4,2,9,1,6,0,0,0,0
4822,0,0,0,0,0,0,0,0,0,0
4823,1,2.6,0,0,0,0,0,0,0,0
4824,0,0,0,0,0,0,2,11.5,0,0
4825,14,150.35,8,54.85,21,88.78,28,112.3,0,0
4828,0,0,0,0,0,0,0,0,0,0
4829,0,0,0,0,0,0,0,0,0,0
4830,1,2.5,0,0,0,0,0,0,0,0
4849,0,0,3,11.25,1,1.2,1,5.5,0,0
4850,2,12,10,56.5,11,40.04,5,14.34,4,14
4852,5,16.79,2,5.25,4,18.5,4,20.1,0,0
4854,5,20.18,2,9,7,25.15,2,10,0,0
4855,1,5.5,0,0,1,5,0,0,0,0
4856,0,0,0,0,0,0,0,0,0,0
4857,0,0,0,0,0,0,0,0,0,0
4858,2,5,0,0,1,1.5,0,0,0,0
4859,1,3,0,0,0,0,0,0,0,0
4860,3,6.5,9,101.87,8,37.34,4,15.25,3,14.66
4861,0,0,0,0,0,0,0,0,0,0
4865,6,30.28,6,30.61,12,75.232,8,32.62,1,0.4
4868,14,49.835,10,29.75,10,43.26,14,48.255,4,15.04
4869,14,59.92,16,58.16,14,49.931,11,40.98,2,10.1
4870,37,224.824,36,163.84,53,199.305,37,171.34,5,39.35
4871,3,38.56,8,44.34,9,30.71,2,8.25,1,3
4872,3,14,0,0,2,9.5,0,0,2,10
4873,2,8.06,4,11.9,7,33,4,14.14,0,0
4874,0,0,0,0,0,0,0,0,0,0
4875,0,0,0,0,1,3,0,0,0,0
4876,0,0,0,0,0,0,0,0,0,0
4877,2,10,4,21,6,30.92,3,16,0,0
4878,14,43.489,9,26.29,9,30.36,7,30.75,2,8
4879,21,79.82,8,26.845,22,87.732,9,23.724,3,18.25
4880,9,33.36,12,39.28,13,41.09,6,26.41,0,0
4881,1,2.5,2,6,3,11.635,3,8.5,0,0
4882,3,10.28,2,8.88,1,0.585,1,3,0,0
4883,5,13.225,3,13,2,5.77,0,0,0,0
4884,0,0,1,1.6,2,9.24,0,0,0,0
4885,5,15.25,1,1.5,5,18.962,2,9.74,0,0
4886,0,0,0,0,1,3.5,0,0,0,0
4887,1,6,0,0,1,0.327,0,0,0,0
4888,1,5.28,0,0,2,7.3,2,6.5,0,0
4890,0,0,0,0,1,12,0,0,0,0
4891,0,0,0,0,0,0,0,0,0,0
4895,0,0,2,10.232,0,0,0,0,0,0
5000,13,138.445,0,0,1,20,3,15.75,0,0
5001,1,3,0,0,0,0,0,0,0,0
5006,8,45,4,15,2,34.015,1,2,0,0
5007,11,98.943,2,8,2,6.25,0,0,0,0
5008,12,71.24,2,14,2,6.25,3,13.815,0,0
5009,5,39.5,0,0,1,3,1,5,1,2.115
5010,9,39.79,3,37,3,14,1,5,1,5.5
5011,21,95.99,4,41,3,15,2,27.95,0,0
5012,7,31.64,1,5,1,5,4,21,0,0
5013,13,56.48,3,5.9,2,37.02,3,22.1,1,30
5014,19,119.762,5,61.545,4,18.25,5,30.1,0,0
5015,12,72.275,0,0,3,12.5,2,8.5,1,4
5016,10,45.52,1,4.94,2,9,2,12.62,0,0
5017,5,24.18,4,11.67,1,7,2,10.5,0,0
5018,13,52.85,1,2.5,3,12.5,0,0,0,0
5019,18,73.475,1,4,3,10.94,2,7,0,0
5020,3,15.62,1,2.75,0,0,0,0,0,0
5021,7,52.31,2,4.2,4,50,1,7,0,0
5022,22,117.55,6,22,6,16.44,2,10.7,0,0
5023,22,175.91,4,15.5,4,20.89,6,22.6,0,0
5024,12,54.31,3,9.45,4,16.1,2,12.5,0,0
5025,12,70.63,5,17.69,4,14.86,1,5,0,0
5031,15,124.53,2,8,4,19.5,0,0,0,0
5032,13,122.89,6,22,3,46,1,2.08,2,4.23
5033,7,39.74,2,100,0,0,1,5.5,0,0
5034,18,87.292,2,3.5,4,18.28,6,30.25,0,0
5035,12,60.99,2,4.14,2,7,2,5.75,0,0
5037,12,73.6,5,38.43,3,11.55,3,15,1,2
5038,24,91.98,2,9.75,4,27.5,0,0,0,0
5039,15,97.65,5,14.065,1,6,1,2,0,0
5040,0,0,0,0,0,0,0,0,0,0
5041,23,142.15,4,15.755,5,112,2,8,0,0
5042,7,85.2,8,45.08,4,11.5,2,8.25,1,3
5043,13,100.79,7,28.97,7,127.68,3,29.53,0,0
5044,15,68.365,1,3,4,27.23,3,9.92,0,0
5045,19,105.89,5,27.24,2,6.39,2,9,1,10
5046,7,31.725,9,30.72,4,20,0,0,1,5.17
5047,12,53.12,2,10,1,0.4,2,5.5,0,0
5048,12,47.82,21,41.03,3,14.12,6,26.77,0,0
5049,22,99.87,8,30.7,3,8.325,1,5.5,0,0
5050,6,23.75,1,3,0,0,2,11,0,0
5051,24,110.415,5,18.98,4,12.58,7,22.115,0,0
5052,12,49.5,4,19.11,2,9.5,1,2.5,0,0
5061,27,192.324,3,16.42,2,34,2,10.1,0,0
5062,21,102.545,4,14.715,7,39.4,3,27,1,3.38
5063,12,43.33,3,8.277,9,61.25,0,0,0,0
5064,14,102.61,4,23.52,3,22.56,0,0,0,0
5065,8,79.798,2,15,6,28.62,2,10,0,0
5066,17,107.93,5,27.75,3,13.16,1,6,0,0
5067,19,125.095,4,18.4,3,16.145,2,15,0,0
5068,18,204.194,5,19.26,2,10,1,3,0,0
5069,19,137.08,2,6.5,1,4.5,2,34.16,0,0
5070,24,76.5,6,25.42,1,5,8,108.2,1,4.94
5071,0,0,0,0,0,0,0,0,0,0
5072,17,115.435,5,32.08,3,15.25,2,13,0,0
5073,27,157.35,4,13.63,5,27.5,2,12.6,1,3.5
5074,17,93.27,2,9.935,1,3,3,16,0,0
5075,5,29.6,2,8.12,3,17.75,1,4.5,0,0
5076,11,77.675,5,49.56,3,13.5,4,23.9,1,3
5081,22,115.415,4,21,3,21.5,3,10.645,0,0
5082,28,133.085,7,48.64,5,29.92,0,0,0,0
5083,9,48.51,0,0,0,0,2,5.96,0,0
5084,8,37.9,0,0,5,19.22,4,14,0,0
5085,27,114.4,10,25.62,10,24.91,6,28.67,0,0
5086,11,62.445,3,11,3,30,1,9,1,6
5087,11,41.77,6,19.82,3,9.945,4,24,1,5
5088,4,12.59,0,0,2,19,1,4,0,0
5089,11,64.84,0,0,2,10.5,2,7.5,1,5
5090,10,68.37,3,9.5,3,12,0,0,0,0
5091,10,50.4,3,8.25,2,8.2,3,6.19,1,5.17
5092,11,50.575,5,17.3,5,19.5,6,25,0,0
5093,9,38.55,6,25.75,8,29.675,4,16.2,0,0
5094,3,39,0,0,1,5,0,0,0,0
5095,21,100.49,5,21.03,6,82.75,4,13.935,0,0
5096,14,84.1,9,70.155,8,38.545,2,12.25,1,2.115
5097,6,30,5,21.08,3,18.02,2,6.25,1,5
5098,11,51.66,8,26.165,3,12.75,0,0,0,0
5106,0,0,0,0,0,0,0,0,0,0
5107,16,77.05,8,33.46,12,68.325,3,8.115,1,5
5108,33,160.275,26,89.05,14,60.16,9,32.76,2,10
5109,17,81.25,7,50,10,33.805,5,19.615,6,29.28
5110,7,38,3,13.25,2,100.585,3,35,0,0
5111,4,59.12,0,0,0,0,1,4.16,0,0
5112,12,51.5,9,35.25,7,28.295,5,21.5,1,4
5113,8,38.335,11,28.3,7,26.52,1,4,0,0
5114,29,138.41,15,68.14,23,92.695,7,28.65,1,3.12
5115,7,31.25,6,29,5,21,1,3,0,0
5116,4,21.405,4,15,5,11.27,2,7.115,1,5
5117,3,16,4,30.75,2,6.71,1,3,1,8
5118,24,180.56,11,40.54,5,61.5,3,10.5,1,5.98
5120,4,59.5,2,10,1,5,1,6,0,0
5121,3,45,2,22,3,17.975,0,0,0,0
5125,26,135.945,12,41.975,7,25.455,2,8.12,2,6.5
5126,2,9,6,25,1,5,2,7.5,0,0
5127,3,20.75,1,3.055,3,13,1,4,1,2.5
5131,2,15,0,0,1,3,1,5.5,0,0
5132,2,40,0,0,1,5,1,4.16,0,0
5133,0,0,0,0,0,0,1,5,0,0
5134,0,0,1,3.75,0,0,0,0,0,0
5136,0,0,0,0,0,0,1,4.5,0,0
5137,4,13.69,0,0,0,0,1,9.36,0,0
5138,2,15.5,0,0,0,0,0,0,0,0
5139,4,42.4,0,0,1,8,1,4,0,0
5140,0,0,1,4.94,0,0,0,0,0,0
5141,2,15,1,1,0,0,0,0,0,0
5142,1,6.5,0,0,0,0,1,5,0,0
5144,0,0,0,0,0,0,1,5,0,0
5150,0,0,0,0,0,0,0,0,0,0
5151,1,5,0,0,0,0,0,0,0,0
5152,11,51.93,1,2.5,1,3.5,2,6.5,0,0
5153,19,108.89,4,33.555,5,18.06,2,13,0,0
5154,11,87.32,1,2,1,3.92,0,0,0,0
5155,8,68.68,1,5,2,14,1,1.17,0,0
5156,4,15.7,0,0,0,0,0,0,0,0
5157,9,67.56,3,16,1,5.1,0,0,0,0
5158,37,175.005,17,68.855,6,17.64,6,18.63,2,4.23
5159,43,208.863,17,65.045,15,59.85,10,42.25,1,4
5160,2,11,1,20,2,90,1,20,0,0
5161,9,61.26,4,14.75,6,15.765,3,12,0,0
5162,37,150.1,22,68.585,17,69.3,21,81.25,0,0
5163,17,76.545,7,21.345,6,24.615,2,9.5,0,0
5164,7,28.29,2,8,1,3,1,6.12,0,0
5165,6,43.08,2,12.5,2,10,1,4,2,3.855
5166,2,10.5,1,4,0,0,0,0,0,0
5167,7,33.97,2,6,2,6,2,3.645,0,0
5168,8,33.22,0,0,1,3,0,0,0,0
5169,26,148.67,10,36.1,5,22.17,7,26.5,4,14.115
5170,2,21,0,0,0,0,1,3,0,0
5171,23,199.039,4,14.575,4,113.5,4,111.5,0,0
5172,12,54.47,6,29.08,3,10,1,5,0,0
5173,24,104.36,12,51.91,4,14.62,5,15.25,1,3.5
5174,8,71.87,3,17.94,2,12.38,0,0,1,5
5175,0,0,0,0,0,0,0,0,0,0
5201,8,45.71,1,10,2,19,1,5.5,0,0
5202,3,12,1,2.5,1,70,0,0,0,0
5203,5,20.92,2,9,0,0,0,0,0,0
5204,12,49.47,2,13,0,0,0,0,0,0
5207,0,0,0,0,0,0,0,0,0,0
5210,4,14,4,34.2,4,10.75,1,2,0,0
5211,39,185.955,9,33.31,15,107.5,2,9.5,2,11
5212,6,53,0,0,3,7.7,0,0,1,6
5213,4,15.5,2,11,0,0,0,0,0,0
5214,24,92.19,8,26.77,11,29.615,3,52,2,6.5
5220,0,0,0,0,0,0,0,0,0,0
5221,1,9,0,0,1,5.2,0,0,0,0
5222,3,9.645,0,0,0,0,1,3,0,0
