"Small.Unit.Installation.Postcode","Jan.2013...Installations.Quantity","Jan.2013...SGU.Rated.Output.In.kW","Feb.2013...Installations.Quantity","Feb.2013...SGU.Rated.Output.In.kW","Mar.2013...Installations.Quantity","Mar.2013...SGU.Rated.Output.In.kW","Apr.2013...Installations.Quantity","Apr.2013...SGU.Rated.Output.In.kW","May.2013...Installations.Quantity","May.2013...SGU.Rated.Output.In.kW","Jun.2013...Installations.Quantity","Jun.2013...SGU.Rated.Output.In.kW","Jul.2013...Installations.Quantity","Jul.2013...SGU.Rated.Output.In.kW","Aug.2013...Installations.Quantity","Aug.2013...SGU.Rated.Output.In.kW","Sep.2013...Installations.Quantity","Sep.2013...SGU.Rated.Output.In.kW","Oct.2013...Installations.Quantity","Oct.2013...SGU.Rated.Output.In.kW","Nov.2013...Installations.Quantity","Nov.2013...SGU.Rated.Output.In.kW","Dec.2013...Installations.Quantity","Dec.2013...SGU.Rated.Output.In.kW","Jan.2014...Installations.Quantity","Jan.2014...SGU.Rated.Output.In.kW","Feb.2014...Installations.Quantity","Feb.2014...SGU.Rated.Output.In.kW","Mar.2014...Installations.Quantity","Mar.2014...SGU.Rated.Output.In.kW","Apr.2014...Installations.Quantity","Apr.2014...SGU.Rated.Output.In.kW","May.2014...Installations.Quantity","May.2014...SGU.Rated.Output.In.kW","Jun.2014...Installations.Quantity","Jun.2014...SGU.Rated.Output.In.kW","Jul.2014...Installations.Quantity","Jul.2014...SGU.Rated.Output.In.kW","Aug.2014...Installations.Quantity","Aug.2014...SGU.Rated.Output.In.kW"
"6153",6,13.552,17,78.12,9,26.869,9,29.45,12,56.79,8,26.3,12,34.254,7,18.4,7,20.02,7,30.84,16,61.86,7,24.7,5,20.517,5,13.075,9,31.875,5,13.1,12,49.52,9,27.47,10,30.85,3,12.35
"6154",6,41.63,8,51.35,5,11.89,6,19.12,8,29.75,6,35.75,6,20.6,5,15,5,13.3,8,48.7,4,14.5,2,5.14,3,10.5,8,25,4,17.29,2,5.1,4,16,8,31.79,5,18.5,3,16.72
"6155",53,144.111,65,247.26,38,109.046,56,184.017,62,186.982,56,152.29,41,103.45,35,98.08,32,92.52,65,212.626,57,235.35,33,132.055,59,206.32,45,158.55,43,315.98,38,131.52,48,235.55,40,168.305,46,181.98,32,216.37
"6156",6,13.18,5,14.4,6,22.88,12,31.72,9,26.5,7,24.23,11,29.2,8,27.22,7,22.14,7,23.99,10,28.58,5,12.385,4,17.28,12,41.94,7,19.5,9,25.875,6,27.75,4,13.5,8,36.995,4,16.34
"6157",7,13.12,6,20.54,2,3.5,8,18.112,4,10.2,4,14.8,2,2.3,8,15.623,5,24.66,7,22.6,11,29.935,5,16.53,5,6.67,8,29.06,6,14.3,10,35.3,4,14.65,4,15.66,4,11.8,5,20.515
"6158",3,11,2,6.2,5,13.193,2,8.12,5,9.716,2,6.962,2,5.94,1,3,0,0,4,15.2,2,4.795,0,0,3,6.73,2,5.67,4,12.6,3,10.37,3,8.2,3,47,2,5.75,1,2.4
"6159",0,0,2,7.7,0,0,2,7.6,0,0,0,0,1,3,0,0,0,0,2,9.44,1,3,2,4,1,5.7,3,8,3,8.45,2,3.85,1,1.2,0,0,0,0,3,12.6
"6160",2,4.6,7,12.61,3,6.1,3,8,3,3.8,2,5.8,2,2.38,4,9.8,2,3.56,4,11.56,1,1.5,0,0,7,27.9,0,0,2,5.32,1,5,3,12.15,3,19.1,1,3.1,2,9.7
"6161",0,0,0,0,0,0,0,0,0,0,0,0,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6162",4,10.37,10,29.23,12,28.91,10,24.79,4,14.2,7,19,4,12.5,6,14.505,6,11.81,4,14.66,5,19.985,9,21.24,6,19.02,9,28.14,4,7.75,8,23.25,6,20,8,38.2,4,15,3,11
"6163",52,139.14,37,162.275,36,82.005,61,223.918,38,102.455,28,78.042,36,149.362,27,152.52,22,90.57,27,97.31,27,85.085,28,93.7,42,125.409,34,85.925,33,226.722,31,103.952,35,112.113,34,171.675,31,103.712,16,54.86
